point_ID,X,Y,field_ID
118,463601.2,5802815.1,6
119,463607,5802932.1,6
120,463634.6,5802943.9,6
121,463638.8,5802928,6
122,463643.7,5802875,6
123,463667,5802801.7,6
124,463683.9,5802889.3,6
125,463687.2,5802928.6,6
126,463687.5,5802914.5,6
127,463695.8,5802909.9,6
128,463705,5802918.4,6
129,463707.3,5802876,6
130,463708,5802891.2,6
131,463717.6,5802900.7,6
132,463723.8,5802859.7,6
133,463733,5802901.7,6
134,463736.2,5802871.2,6
135,463760.5,5802838.4,6
136,463764.9,5802904.9,6
137,463779.5,5802868.3,6
138,463780.5,5802876.2,6
139,462697.3,5803396.3,7
140,462763.8,5803253.8,7
141,462812.7,5803315.5,7
142,462812.8,5803211,7
143,462822.2,5803237.3,7
144,462824.3,5803207.9,7
145,462857.3,5803386.3,7
146,462860.8,5803318.4,7
147,462861.2,5803459.2,7
148,462861.9,5803357.9,7
149,462862,5803473.7,7
150,462874.5,5803320.6,7
151,462879.4,5803412.8,7
152,462963.1,5803628.4,7
153,462996.1,5803501.6,7
154,463005.2,5803490.4,7
155,463008.5,5803497.6,7
156,463018.1,5803182,7
157,463044.6,5803459.6,7
158,463063.3,5803490.7,7
159,463065.1,5803391,7
160,463071.6,5803689.4,7
161,463102.9,5803247,7
162,463123.8,5803618,7
163,463134.1,5803376.2,7
164,463145.2,5803491.1,7
165,463195.2,5803066.6,7
166,463220.4,5803067.9,7
167,463232.6,5802973.2,7
168,463246.4,5803051.6,7
169,463249.3,5802949.8,7
170,463251.9,5802975.2,7
171,463287.3,5803229.9,7
172,463295.3,5803220.2,7
173,463297.8,5803560.7,7
174,463302.6,5803239.9,7
175,463312.7,5803231.1,7
176,463344.3,5803289.2,7
177,463355.5,5803437.7,7
178,463396.4,5803486.9,7
179,463452.8,5803425.2,8
180,463461.2,5803412.8,8
181,463505.4,5803571.6,8
182,463510.6,5803407.3,8
183,463530.5,5803419.5,8
184,463598.6,5803637.2,8
185,463602.2,5803646.2,8
186,463610.8,5803455.6,8
187,463622.9,5803726.9,8
188,463627.6,5803740.5,8
189,463630.4,5803543.2,8
190,463649.8,5803874.4,8
191,463650.9,5803368.4,8
192,463669.6,5803750.8,8
193,463674.9,5803330.6,8
194,463678.8,5803402,8
195,463692.6,5803775,8
196,463749.3,5803532.9,8
197,463752.8,5803810.6,8
198,463756.2,5803669.3,8
199,463763,5803505.2,8
200,463768.1,5803426.2,8
201,463782.8,5803596.5,8
202,463802.8,5803504.5,8
203,463822.4,5803789.2,8
204,463865.8,5803740.4,8
205,463879.1,5803590.9,8
206,463881.1,5803562,8
207,463886.6,5803637.5,8
208,463895.7,5803594.2,8
209,463918,5803708.9,8
210,463947.2,5803713.5,8
211,463959.2,5803715.5,8
212,463973,5803687,8
213,463980.4,5803253.4,8
214,464014.3,5803481.3,8
215,464026.1,5803356.6,8
216,464029.8,5803303.8,8
217,464038.9,5803554.4,8
218,462824.4,5803986.2,9
219,462906.2,5804054.8,9
220,462914.1,5804125.5,9
221,463002.6,5804106.4,9
222,463008.8,5804208.6,9
223,463030.1,5804024,9
224,463050.1,5804090.1,9
225,463076.4,5804151,9
226,463097.1,5803997.9,9
227,463097.5,5804156.3,9
228,463161.6,5803964.5,9
229,463328.7,5804002.2,9
230,463365.4,5804050.6,9
231,463389.2,5803810.7,9
232,463402.4,5804047.4,9
233,463424.2,5803790.6,9
234,463430.5,5803683.9,9
235,463479.5,5803890.2,9
236,463511.4,5803927.4,9
237,463504.8,5804332.8,10
238,463530.9,5804285.7,10
239,463563.2,5804221.6,10
240,463655,5804573.2,10
241,463682.6,5804780.6,10
242,463692.3,5804597.3,10
243,463697.5,5804216,10
244,463709.9,5804027.5,10
245,463752.3,5804761.8,10
246,463770.4,5804104.5,10
247,463818.5,5804407.4,10
248,463825.6,5804510.7,10
249,463842.7,5804782.5,10
250,463119.8,5804767.1,11
251,463186,5804738.3,11
252,463186.7,5804812.2,11
253,463193.1,5804778.6,11
254,463198.9,5804739.5,11
255,463221.9,5805065.2,11
256,463244,5805129.1,11
257,463254,5804715,11
258,463262.2,5805144.1,11
259,463266.1,5805135.7,11
260,463276.5,5804818.3,11
261,463280.3,5805177.2,11
262,463284.5,5804819.5,11
263,463285.1,5804805.2,11
264,463288.1,5805063.5,11
265,463291,5804820,11
266,463291.2,5804857.2,11
267,463292,5804836.9,11
268,463300.2,5805138.9,11
269,463305.7,5805124,11
270,463319.9,5805031,11
271,463321.2,5804705.1,11
272,463327,5804608,11
273,463329.1,5805280,11
274,463335.2,5804692.3,11
275,463336.3,5805301.2,11
276,463353,5805082,11
277,463357.9,5805348.6,11
278,463369.8,5805071.3,11
279,463371.1,5804796.4,11
280,463378,5805333.1,11
281,463389.8,5804897.2,11
282,463389.9,5805293.9,11
283,463395.1,5805014,11
284,463396.7,5805365.6,11
285,463401.1,5804588.5,11
286,463404.9,5805079.5,11
287,463407.9,5804646.7,11
288,463417.2,5804968.1,11
289,463423.5,5805233,11
290,463449.2,5805021.9,11
291,463453.2,5805377.5,11
292,463454.6,5804891.8,11
293,463460,5804720,11
294,463467.2,5805183.9,11
295,463468.9,5805298.9,11
296,463470,5804568,11
297,463473.2,5805093.4,11
298,463476.8,5805321.3,11
299,463477.2,5804971.6,11
300,463493,5805018,11
301,463493.6,5805093.3,11
302,463502.3,5804809.2,11
303,463508,5805194.4,11
304,463517.9,5805073.6,11
305,463522.8,5804833,11
306,463527.3,5804845.3,11
307,463529,5805386,11
308,463532.1,5804674.3,11
309,463536.5,5804946.6,11
310,463543.1,5805001.7,11
311,463552.4,5805102,11
312,463560.3,5805343.2,11
313,463563.3,5805171,11
314,463574.5,5805383.8,11
315,463574.9,5804835.9,11
316,463589,5805393.9,11
317,463605,5804922,11
318,463605,5805188,11
319,463629.2,5804878.9,11
320,463630.5,5805255.8,11
321,463646,5805262,11
322,463683.6,5805335.9,11
323,463731,5805237,11
324,463774.3,5805341.4,11
325,463805.3,5805393.6,11
326,463853.2,5805349.6,11
327,463872.5,5805398.5,11
328,463885.5,5805352.9,11
329,463891,5805054.8,11
330,463949.2,5805149.3,11
331,463985,5805242,11
332,464010.2,5805363,11
333,464023,5805068.4,11
334,464067,5805218,11
335,464099.6,5805291,11
336,464110,5805399,11
337,464111,5805124,11
338,464132.6,5805128.4,11
339,464157.1,5805088.4,11
340,464166.7,5805043.7,11
341,464196,5805258,11
342,464213,5805252,11
343,464228.5,5805222.9,11
344,464244.7,5805270,11
345,464250.2,5805175.5,11
346,462858.6,5804550.8,12
347,462920.9,5804686.9,12
348,463000,5804570.3,12
349,463030.4,5804548.7,12
350,463117.2,5804295.7,12
351,463120.8,5804591.3,12
352,463130.4,5804393.9,12
353,463149.8,5804564.6,12
354,463162.3,5804424.8,12
355,463220.4,5804435.3,12
356,463223.3,5804341,12
357,463256.7,5804430.3,12
358,463279.2,5804214.3,12
359,463331.9,5804201,12
360,463374.1,5804384,12
361,463404.3,5804443.6,12
362,462605.4,5804746.1,13
363,462689.6,5804733.9,13
364,462762.5,5804982.1,13
365,462804.7,5805325.5,13
366,462834.9,5805340.8,13
367,462839,5804982.8,13
368,462842.8,5804848.2,13
369,462865.6,5805206.7,13
370,462914.3,5805423.9,13
371,462921.2,5804777.7,13
372,462929.2,5805170.1,13
373,462951.2,5804867.3,13
374,462959.6,5804816.6,13
375,462973.5,5804957.6,13
376,462975.9,5804857.8,13
377,462976.3,5804936.8,13
378,462977.7,5804819.7,13
379,462981.8,5805005.5,13
380,462982.2,5804826.3,13
381,462982.9,5805291.9,13
382,462986.1,5804884.5,13
383,462987.4,5804823,13
384,462995,5804958.7,13
385,463002.1,5804904.9,13
386,463003.6,5804831.4,13
387,463009.2,5805005.7,13
388,463012,5805375.5,13
389,463012.3,5805008.2,13
390,463012.7,5805267.1,13
391,463017,5805023,13
392,463017.9,5804776.1,13
393,463018.1,5804837.6,13
394,463022.5,5804997.5,13
395,463022.9,5805034.9,13
396,463024.5,5805018.8,13
397,463027.2,5805002.3,13
398,463031,5804738.7,13
399,463032.6,5804953.4,13
400,463033.7,5805441.3,13
401,463035.2,5805049.3,13
402,463035.4,5804963,13
403,463038,5805035.4,13
404,463038.3,5805026.7,13
405,463038.5,5804790.4,13
406,463041.3,5804936.8,13
407,463043.5,5804730.6,13
408,463047.9,5804910.3,13
409,463050,5804912.7,13
410,463055.1,5805216.7,13
411,463058,5804938.7,13
412,463058.4,5804697.7,13
413,463060.2,5804926.8,13
414,463060.7,5804832.6,13
415,463061.4,5804817.5,13
416,463064.1,5804834.2,13
417,463064.7,5805071.1,13
418,463065.2,5804913.2,13
419,463066.3,5804724,13
420,463074.7,5804919.3,13
421,463076.3,5804906,13
422,463078.2,5805098.5,13
423,463079.4,5805156.8,13
424,463079.5,5805287.4,13
425,463081.2,5804914.8,13
426,463083.1,5804912.2,13
427,463085.1,5805004.3,13
428,463086.7,5804865.6,13
429,463088.6,5805006.9,13
430,463088.6,5805072.5,13
431,463089.3,5804966.5,13
432,463091.3,5804943.9,13
433,463094.6,5804945.3,13
434,463094.8,5805284.3,13
435,463100.3,5805040.9,13
436,463101.2,5804844.4,13
437,463101.4,5804889.5,13
438,463106.6,5805431.8,13
439,463106.7,5805012.5,13
440,463110.6,5805371.9,13
441,463111.3,5805136.9,13
442,463112.8,5804878.1,13
443,463116.7,5804936.2,13
444,463116.7,5805174.7,13
445,463117.4,5805102.4,13
446,463118,5804827.7,13
447,463120.8,5804956.5,13
448,463121,5805219,13
449,463122,5805247.2,13
450,463123.8,5804887.3,13
451,463125.3,5805309.1,13
452,463125.3,5805372.9,13
453,463130.9,5805325.6,13
454,463137.7,5804929.6,13
455,463138.2,5804933,13
456,463140.6,5805212.7,13
457,463144.6,5804946.5,13
458,463145.1,5805070.5,13
459,463145.7,5805003,13
460,463148.5,5804926.9,13
461,463150.5,5804971.1,13
462,463150.7,5805082.3,13
463,463158.8,5805383.5,13
464,463158.9,5805138.3,13
465,463160,5805178.1,13
466,463160.7,5805058.3,13
467,463163,5805175.3,13
468,463163.4,5805143.3,13
469,463171.1,5805389,13
470,463172.4,5805038.6,13
471,463178.4,5805221.8,13
472,463196.2,5805153,13
473,463198,5805147.9,13
474,463209.8,5805151.2,13
475,463219.2,5805137.8,13
476,463225.7,5805147.9,13
477,463256,5805335.6,13
478,463305.8,5805388,13
479,462261.4,5804852.9,14
480,462295.7,5804914.4,14
481,462309.4,5804879,14
482,462317.4,5804979,14
483,462324.6,5805040,14
484,462330.6,5804902.7,14
485,462343.7,5804866.9,14
486,462351.3,5804852.4,14
487,462358.6,5805220.5,14
488,462360.8,5805226.6,14
489,462365.2,5805203.6,14
490,462371.6,5804874.3,14
491,462372.3,5804916.4,14
492,462373.3,5805032.1,14
493,462380.1,5805055.5,14
494,462385.6,5805181.6,14
495,462389.1,5804891.2,14
496,462392.8,5804937,14
497,462413.5,5804964.9,14
498,462416.9,5804981.9,14
499,462427.2,5805160.5,14
500,462443.6,5804870.5,14
501,462447.3,5805223.5,14
502,462467.8,5805208.8,14
503,462474.8,5804805.2,14
504,462516.8,5805087.3,14
505,462530.6,5805245,14
506,462551.7,5805233.2,14
507,462566.9,5804814.2,14
508,462567.5,5805121.5,14
509,462580.1,5804894.5,14
510,462582.9,5804784.9,14
511,462584.8,5804987.3,14
512,462601,5804981,14
513,462609.7,5805140.7,14
514,462612.8,5804956.5,14
515,462616.3,5805313.5,14
516,462628.6,5805178.8,14
517,462638.8,5805267.2,14
518,462652.2,5805191.7,14
519,462701.3,5805265,14
520,462740,5805329.8,14
521,462778.2,5805361.3,14
522,461572.4,5805074,15
523,461591.3,5805027.2,15
524,461591.7,5805074.8,15
525,461592.9,5805099.6,15
526,461611.5,5805079.1,15
527,461649.3,5805076.3,15
528,461654.5,5805105.7,15
529,461683.5,5805009.7,15
530,461695,5805113.3,15
531,461704.7,5805015.8,15
532,461717.8,5805108.9,15
533,461731.9,5804984.5,15
534,461753.1,5805101.2,15
535,461794.7,5804973.9,15
536,461797.3,5805118.5,15
537,461821.9,5804977.1,15
538,461855.8,5805083.6,15
539,461865.7,5805182.1,15
540,461898.2,5804972.4,15
541,461902.8,5805168,15
542,461921.3,5805037.7,15
543,461944,5805212.4,15
544,461960,5804890.3,15
545,461961.8,5804932.6,15
546,461961.9,5805043.9,15
547,461968,5804905,15
548,461983.6,5805162.2,15
549,461993.9,5805026.3,15
550,462003.3,5805053.6,15
551,462011.2,5805076.2,15
552,462013.8,5805083.3,15
553,462014.7,5805048.3,15
554,462026.2,5804985.4,15
555,462050.2,5805040.6,15
556,462064.1,5805064.2,15
557,462071.3,5805026,15
558,462079.9,5805165.3,15
559,462086.4,5805217.7,15
560,462092,5805200.4,15
561,462096.6,5804998.2,15
562,462108.4,5805027.2,15
563,462121,5805178.3,15
564,462126.9,5804909.8,15
565,462129.7,5805089.2,15
566,462152.6,5804948.9,15
567,462174.7,5805063.5,15
568,462183.3,5804912.4,15
569,462221.9,5805215.4,15
570,462223.9,5805086,15
571,462231.2,5805218,15
572,462250.6,5805241.4,15
573,462275.3,5805080.4,15
574,462281.4,5805198.2,15
575,462291,5805172.4,15
576,462217,5804032.6,16
577,462224.3,5804009.9,16
578,462233.2,5804063.1,16
579,462244.1,5804141.2,16
580,462248.7,5804137.6,16
581,462270.8,5804145.2,16
582,462276.6,5804079.1,16
583,462283.9,5804034,16
584,462332.6,5804360.8,16
585,462342.9,5804144.2,16
586,462348.5,5804037.8,16
587,462425.9,5804535.7,16
588,462430.2,5804259.6,16
589,462432.3,5804325.1,16
590,462436.9,5804132.5,16
591,462459,5804428.9,16
592,462482.2,5804438.4,16
593,462484.5,5804648.2,16
594,462499.8,5804385.6,16
595,462509.4,5804591.8,16
596,462540.5,5804025.7,16
597,462555,5804103.8,16
598,462584.3,5804043,16
599,462585.8,5804000.3,16
600,462593.8,5803993.7,16
601,462594.1,5804287.1,16
602,462647,5804024,16
603,462649.5,5803960.3,16
604,462651.9,5804504.6,16
605,462656.2,5804522.1,16
606,462659,5804538.7,16
607,462664,5804413,16
608,462667.7,5803970.2,16
609,462682,5804223.6,16
610,462687.9,5804356.6,16
611,462697.2,5804457.4,16
612,462722.3,5804335.5,16
613,462738.2,5804213.5,16
614,462741.6,5804283.3,16
615,462748.9,5803920.4,16
616,462770.9,5803954,16
617,462775.4,5803933.1,16
618,462776.1,5804469.5,16
619,462778.4,5804219.5,16
620,462823.4,5804295.6,16
621,462839.4,5804244.5,16
622,462866.7,5804227.8,16
623,462870.5,5804207.3,16
624,462882.7,5804408.2,16
625,462911.9,5804239.4,16
626,462416.3,5803729.1,17
627,462421,5803641,17
628,462452.2,5803692.3,17
629,462456.1,5803576.5,17
630,462466.5,5803569.8,17
631,462480.4,5803676.9,17
632,462505.5,5803507.6,17
633,462510,5803589.9,17
634,462516.3,5803611,17
635,462517.4,5803588.6,17
636,462524.1,5803619.9,17
637,462556.4,5803471.4,17
638,462572,5803497.2,17
639,462675.9,5803569.2,17
640,462365.5,5803916.4,18
641,462372.5,5803926.3,18
642,462384.5,5803932.2,18
643,462434.6,5803897.8,18
644,462474.9,5803841.8,18
645,462478.3,5803868.5,18
646,462503.5,5803894.6,18
647,462530.8,5803901.6,18
648,462558.1,5803886.6,18
649,462564.3,5803911.2,18
650,462566.8,5803849.3,18
651,462571.5,5803830.3,18
652,462605.2,5803834.2,18
653,462614.8,5803833.4,18
654,462657.7,5803827.9,18
655,461486.8,5804078,19
656,461519.9,5804067,19
657,461540.9,5804124.3,19
658,461572.1,5804049.6,19
659,461614.9,5803898.3,19
660,461632.8,5804277.4,19
661,461636.1,5804179.9,19
662,461661.2,5803868.7,19
663,461672.2,5803957.2,19
664,461674.2,5804018,19
665,461674.6,5804402,19
666,461683.5,5804421.1,19
667,461706.9,5804112,19
668,461709.5,5804058.8,19
669,461725.1,5804271.9,19
670,461747.6,5803809.8,19
671,461757.5,5804475,19
672,461763.2,5803836,19
673,461790.4,5804629,19
674,461796.2,5804149,19
675,461797.9,5804531.3,19
676,461806.4,5803852.2,19
677,461812.7,5804579,19
678,461814.1,5803812.9,19
679,461826.6,5804017.1,19
680,461833.1,5804146,19
681,461844.7,5804665.5,19
682,461851.8,5804363,19
683,461856.1,5804267,19
684,461865.2,5803961.1,19
685,461877.4,5804271.2,19
686,461900.9,5803952.1,19
687,461903.7,5804621,19
688,461906.6,5804193,19
689,461916,5804706.8,19
690,461924.7,5804081,19
691,461928.5,5804479.7,19
692,461930.7,5804480,19
693,461952.2,5803881.2,19
694,461963.4,5804082.7,19
695,461989.7,5804484.8,19
696,461993,5803679.6,19
697,461995.4,5803955,19
698,461996.6,5804123,19
699,461998.9,5803695.9,19
700,461999.8,5803799.6,19
701,462013.8,5804499.4,19
702,462015.5,5804013.2,19
703,462028.9,5804653.4,19
704,462036.8,5803963.4,19
705,462059.1,5803682.7,19
706,462061.3,5803754.7,19
707,462066.9,5803832,19
708,462079,5804687.1,19
709,462081.7,5804257.8,19
710,462082.4,5804146.9,19
711,462092.5,5803640,19
712,462138.9,5804001,19
713,462150.3,5803607.3,19
714,462155.6,5804469.1,19
715,462164.4,5803783,19
716,462169.1,5804618,19
717,462178.8,5803877.3,19
718,462184.5,5803785.5,19
719,462189.7,5803586.5,19
720,462190.9,5803750,19
721,462191.3,5804463.3,19
722,462193.7,5803761,19
723,462197.6,5804535,19
724,462209,5804181.8,19
725,462231.6,5804469,19
726,462241.8,5803842,19
727,462243.7,5804613,19
728,462244.6,5804560.5,19
729,462248.2,5803553.3,19
730,462257.8,5803671,19
731,462287.6,5804409.9,19
732,462330.5,5804477.5,19
733,462330.7,5803712.7,19
734,462344.9,5803654.1,19
735,462347,5804583.7,19
736,462357.4,5803843.8,19
737,462369.9,5803467.5,19
738,462382.9,5803480,19
739,462431.4,5803495,19
740,462483.5,5803403,19
741,461995.3,5804366.5,20
742,462091,5804457.2,20
743,462126.5,5804277.7,20
744,462195.6,5804342.2,20
745,462266.2,5804368.7,20
746,461120.9,5804193.2,21
747,461138.1,5804315.8,21
748,461141.6,5804491.7,21
749,461157.4,5804441.4,21
750,461169,5804344.8,21
751,461173.2,5804563.7,21
752,461174.5,5804354.3,21
753,461205.1,5804288.5,21
754,461211.2,5804258.2,21
755,461218.8,5804573.6,21
756,461220.2,5804533,21
757,461239.6,5804148.4,21
758,461243,5804497.6,21
759,461254,5804366.6,21
760,461254.3,5804184.8,21
761,461258.1,5804357.7,21
762,461272.3,5804347.1,21
763,461272.8,5804076.6,21
764,461289.5,5804469.5,21
765,461289.6,5804255.6,21
766,461290.1,5804084.6,21
767,461294,5804265.4,21
768,461334.7,5804310.5,21
769,461341.5,5804514.7,21
770,461348.7,5804211.8,21
771,461356.5,5804146.7,21
772,461366.3,5804036,21
773,461385.7,5804026.5,21
774,461390.1,5804045.4,21
775,461410.3,5804041.5,21
776,461417,5804188.6,21
777,461434.2,5804098.2,21
778,461442.7,5804288.8,21
779,461443.1,5804372.5,21
780,461446.9,5804167.8,21
781,461467.5,5804382,21
782,461475.8,5804452.3,21
783,461489.1,5804267.5,21
784,461505.7,5804264.5,21
785,461515.3,5804229.2,21
786,461523.2,5804459.1,21
787,461536.8,5804350.8,21
788,461542.2,5804414.6,21
789,462008,5804922.6,22
790,462020,5804913.6,22
791,462068.8,5804848,22
792,462072.6,5804854.5,22
793,462136,5804870.4,22
794,462143,5804788.9,22
795,462155.1,5804818.9,22
796,462174.7,5804813.3,22
797,462188,5804799.2,22
798,462344.7,5804719.2,22
799,462365.7,5804718.6,22
800,462379.6,5804714,22
801,461352.8,5804657.7,23
802,461359.7,5804702.6,23
803,461389.1,5804706.7,23
804,461426.8,5804688.9,23
805,461464.1,5804558.1,23
806,461482.6,5804580.2,23
807,461487.7,5804617.6,23
808,461518,5804561.5,23
809,461522.7,5804686.5,23
810,461524.7,5804599.6,23
811,461527.8,5804677.6,23
812,461529.6,5804680.4,23
813,461563,5804580,23
814,461582.9,5804610.5,23
815,461609.9,5804669.3,23
816,461613.2,5804662.5,23
817,461626.1,5804568.6,23
818,461642.8,5804620.4,23
819,461651.4,5804655.3,23
820,461663.1,5804672.5,23
821,461678.3,5804537.7,23
822,461681.7,5804640.8,23
823,461689,5804536.7,23
824,461723.5,5804639.8,23
825,461723.9,5804619.7,23
826,461218.8,5804609.9,24
827,461244.3,5804673.8,24
828,461258.8,5804720.8,24
829,461259.2,5804661,24
830,461263.3,5804768.1,24
831,461274.8,5804793.3,24
832,461282.7,5804778.4,24
833,461295.2,5804809.7,24
834,461314.1,5804895,24
835,461316.1,5804692.8,24
836,461316.6,5804855.3,24
837,461380.3,5804784.4,24
838,461395.5,5804866.7,24
839,461396.7,5804926.6,24
840,461405.4,5804967.6,24
841,461413.9,5804948.9,24
842,461414.4,5805007.3,24
843,461422.5,5804870.6,24
844,461435.5,5804919,24
845,461435.6,5805057.8,24
846,461450.6,5805075,24
847,461483.5,5804979.2,24
848,461484.3,5804921.5,24
849,461495.3,5804965.1,24
850,461512.3,5804986.8,24
851,461519.8,5804939.5,24
852,461534,5804927.5,24
853,461535.4,5804928.7,24
854,461539.2,5805022.1,24
855,461598.7,5804896,24
856,461606.8,5804961.1,24
857,461610.2,5804965.2,24
858,461110.5,5804056.6,25
859,461116.1,5804096.2,25
860,461149.3,5804055.3,25
861,461158.2,5803905.7,25
862,461214.3,5803811.7,25
863,461221.1,5803911.5,25
864,461238.1,5803829.6,25
865,461253.6,5803965.6,25
866,461363.9,5803852.2,25
867,461367.5,5803879.5,25
868,461370.6,5803827.3,25
869,461550.7,5803655.8,25
870,461554.5,5803670.7,25
871,461576.1,5803773.1,25
872,461595.9,5803752,25
873,461630.6,5803804.6,25
874,461703.3,5803575.4,26
875,461751.4,5803666.8,26
876,461769.5,5803496.6,26
877,461832.3,5803533.9,26
878,461861.8,5803692.2,26
879,461976.3,5802905.9,26
880,462007.6,5803426.2,26
881,462235.3,5803416,26
882,462237.9,5803427.7,26
883,462250.5,5802932.9,26
884,462257.1,5803360.5,26
885,462257.5,5802938.3,26
886,462301,5803246,26
887,462457.3,5803275.8,26
888,462460.8,5802976,26
889,462549.6,5802950.1,26
890,462749.9,5803046.3,26
891,462775.6,5803103.6,26
892,462776.6,5803089.4,26
893,462277.2,5802774.5,27
894,462334.7,5802743.7,27
895,462344.1,5802719.3,27
896,462382.6,5802732.2,27
897,462400.2,5802782.1,27
898,462441.1,5802836.6,27
899,462441.7,5802727.1,27
900,462536.2,5802848.9,27
901,462555.5,5802755.9,27
902,462575.4,5802850,27
903,462586.7,5802783.2,27
904,462587.4,5802771.2,27
905,462612.8,5802742.4,27
906,462618,5802826.7,27
907,462620,5802836.2,27
908,462633.1,5802748.6,27
909,462633.4,5802850.3,27
910,462656.9,5802709.6,27
911,462709.6,5802826.6,27
912,462712.3,5802739.8,27
913,462735.4,5802744.8,27
914,462782.6,5802882.6,27
915,462798.8,5802836.3,27
916,462805.6,5802754.4,27
917,462815.1,5802862.8,27
918,462840.4,5802817.6,27
919,462919.1,5802800.4,27
920,462942,5802872.3,27
921,462952.8,5802829.5,27
922,462996.4,5802899.8,27
923,462997.4,5802871.5,27
924,462849,5802619.8,28
925,462864,5802680.7,28
926,462878.4,5802603.4,28
927,462885.7,5802557.5,28
928,462919.2,5802663.3,28
929,462922.3,5802707.9,28
930,462925.7,5802759.2,28
931,462943.4,5802753.1,28
932,462973.1,5802760.5,28
933,462980.5,5802722.7,28
934,462984,5802640,28
935,463008.8,5802662.8,28
936,463012.1,5802657.6,28
937,461921,5802415.2,29
938,461929.3,5802472.5,29
939,461932.1,5802495.6,29
940,461942.4,5802394.7,29
941,461956.5,5802677.4,29
942,461964.4,5802289.5,29
943,461965.3,5802473.9,29
944,461973.3,5802802.6,29
945,461976.1,5802279.6,29
946,461976.4,5802466.3,29
947,461986,5802297.8,29
948,461987.9,5802729,29
949,461993.8,5802683.4,29
950,462001.9,5802743.7,29
951,462004,5802257.8,29
952,462006.7,5802649.2,29
953,462008.6,5802526,29
954,462010.5,5802717.6,29
955,462014.7,5802570.5,29
956,462022.6,5802628.9,29
957,462107.8,5802168.8,29
958,462143.2,5802172.6,29
959,462192.6,5802146.7,29
960,462254.4,5802097.6,29
961,462268.4,5802077.9,29
962,462307,5802090.4,29
963,462325.4,5802078.3,29
964,462001,5801718.3,30
965,462005.8,5801970.2,30
