pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value,X,Y,field_ID,date_ID,dates_ID,date_sampling,date_lab_delivery,parameter,abbreviation,unit,method,field_ID_qgis
2.748.805.9,2,748,805,9,0.92,461141.6,5804491.7,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.748.805.10,2,748,805,10,0.96,461141.6,5804491.7,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.748.805.11,2,748,805,11,0.08,461141.6,5804491.7,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.749.806.9,2,749,806,9,0.85,461157.4,5804441.4,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.749.806.10,2,749,806,10,0.87,461157.4,5804441.4,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.749.806.11,2,749,806,11,0.07,461157.4,5804441.4,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.752.809.9,2,752,809,9,1.02,461174.5,5804354.3,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.752.809.10,2,752,809,10,1.04,461174.5,5804354.3,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.752.809.11,2,752,809,11,0.09,461174.5,5804354.3,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.754.811.9,2,754,811,9,0.93,461211.2,5804258.2,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.754.811.10,2,754,811,10,0.95,461211.2,5804258.2,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.754.811.11,2,754,811,11,0.09,461211.2,5804258.2,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.756.813.9,2,756,813,9,0.83,461220.2,5804533.0,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.756.813.10,2,756,813,10,0.86,461220.2,5804533.0,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.756.813.11,2,756,813,11,0.07,461220.2,5804533.0,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.757.814.9,2,757,814,9,0.92,461239.6,5804148.4,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.757.814.10,2,757,814,10,0.94,461239.6,5804148.4,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.757.814.11,2,757,814,11,0.08,461239.6,5804148.4,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.761.818.9,2,761,818,9,1.04,461258.1,5804357.7,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.761.818.10,2,761,818,10,1.08,461258.1,5804357.7,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.761.818.11,2,761,818,11,0.1,461258.1,5804357.7,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.762.819.9,2,762,819,9,0.58,461272.3,5804347.1,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.762.819.10,2,762,819,10,0.59,461272.3,5804347.1,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.762.819.11,2,762,819,11,0.05,461272.3,5804347.1,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.767.824.9,2,767,824,9,1.08,461294.0,5804265.4,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.767.824.10,2,767,824,10,1.09,461294.0,5804265.4,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.767.824.11,2,767,824,11,0.09,461294.0,5804265.4,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.768.825.9,2,768,825,9,1.09,461334.7,5804310.5,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.768.825.10,2,768,825,10,1.11,461334.7,5804310.5,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.768.825.11,2,768,825,11,0.1,461334.7,5804310.5,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.774.831.9,2,774,831,9,1.14,461390.1,5804045.4,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.774.831.10,2,774,831,10,1.18,461390.1,5804045.4,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.774.831.11,2,774,831,11,0.1,461390.1,5804045.4,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.776.833.9,2,776,833,9,1.18,461417.0,5804188.6,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.776.833.10,2,776,833,10,1.23,461417.0,5804188.6,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
2.776.833.11,2,776,833,11,0.11,461417.0,5804188.6,21,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,41
2.779.836.9,2,779,836,9,0.98,461443.1,5804372.5,21,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,41
2.779.836.10,2,779,836,10,1.03,461443.1,5804372.5,21,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,41
