pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value,X,Y,field_ID,date_ID,dates_ID,date_sampling,date_lab_delivery,parameter,abbreviation,unit,method,field_ID_qgis
2.577.633.9,2,577,633,9,1.0,462224.3,5804009.9,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.577.633.10,2,577,633,10,1.01,462224.3,5804009.9,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.577.633.11,2,577,633,11,0.08,462224.3,5804009.9,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.578.634.9,2,578,634,9,0.7,462233.2,5804063.1,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.578.634.10,2,578,634,10,0.77,462233.2,5804063.1,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.578.634.11,2,578,634,11,0.06,462233.2,5804063.1,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.580.636.9,2,580,636,9,1.03,462248.7,5804137.6,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.580.636.10,2,580,636,10,1.08,462248.7,5804137.6,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.580.636.11,2,580,636,11,0.1,462248.7,5804137.6,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.582.638.9,2,582,638,9,0.71,462276.6,5804079.1,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.582.638.10,2,582,638,10,0.77,462276.6,5804079.1,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.582.638.11,2,582,638,11,0.07,462276.6,5804079.1,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.585.641.9,2,585,641,9,1.4,462342.9,5804144.2,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.585.641.10,2,585,641,10,1.41,462342.9,5804144.2,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.585.641.11,2,585,641,11,0.12,462342.9,5804144.2,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.585.642.9,2,585,642,9,1.0,462342.9,5804144.2,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.585.642.10,2,585,642,10,1.09,462342.9,5804144.2,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.585.642.11,2,585,642,11,0.1,462342.9,5804144.2,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.588.645.9,2,588,645,9,1.21,462430.2,5804259.6,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.588.645.10,2,588,645,10,1.23,462430.2,5804259.6,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.588.645.11,2,588,645,11,0.11,462430.2,5804259.6,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.594.651.9,2,594,651,9,1.02,462499.8,5804385.6,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.594.651.10,2,594,651,10,1.04,462499.8,5804385.6,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.594.651.11,2,594,651,11,0.09,462499.8,5804385.6,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.596.653.9,2,596,653,9,0.9,462540.5,5804025.7,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.596.653.10,2,596,653,10,0.94,462540.5,5804025.7,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.596.653.11,2,596,653,11,0.08,462540.5,5804025.7,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.600.657.9,2,600,657,9,1.04,462593.8,5803993.7,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
2.600.657.10,2,600,657,10,1.06,462593.8,5803993.7,16,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,30
2.600.657.11,2,600,657,11,0.09,462593.8,5803993.7,16,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,30
2.601.658.9,2,601,658,9,1.36,462594.1,5804287.1,16,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,30
