pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value,X,Y,field_ID,date_ID,dates_ID,date_sampling,date_lab_delivery,parameter,abbreviation,unit,method,field_ID_qgis
2.1039.1096.9,2,1039,1096,9,1.21,463130.1,5802485.3,34,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,44
2.1039.1096.10,2,1039,1096,10,1.23,463130.1,5802485.3,34,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,44
2.1039.1096.11,2,1039,1096,11,0.12,463130.1,5802485.3,34,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,44
2.1040.1097.9,2,1040,1097,9,1.28,463142.8,5802461.7,34,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,44
2.1040.1097.10,2,1040,1097,10,1.28,463142.8,5802461.7,34,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,44
2.1040.1097.11,2,1040,1097,11,0.13,463142.8,5802461.7,34,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,44
2.1041.1098.9,2,1041,1098,9,1.22,463177.6,5802475.6,34,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,44
2.1041.1098.10,2,1041,1098,10,1.23,463177.6,5802475.6,34,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,44
2.1041.1098.11,2,1041,1098,11,0.12,463177.6,5802475.6,34,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,44
2.1042.1099.9,2,1042,1099,9,1.02,463182.8,5802478.4,34,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,44
2.1042.1099.10,2,1042,1099,10,1.04,463182.8,5802478.4,34,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,44
2.1042.1099.11,2,1042,1099,11,0.1,463182.8,5802478.4,34,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694,44
2.1044.1101.9,2,1044,1101,9,0.88,463217.8,5802559.2,34,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694,44
2.1044.1101.10,2,1044,1101,10,0.91,463217.8,5802559.2,34,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694,44
