pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value,X,Y,field_ID,date_ID,dates_ID,date_sampling,date_lab_delivery,parameter,abbreviation,unit,method,field_ID_qgis
2.1030.1087.9,2,1030,1087,9,0.9,463320.6,5802753.7,33,18,18,2021-03-29,2021-04-25,Soil organic carbon,SOC,M%,DIN ISO 10694,43
2.1030.1087.10,2,1030,1087,10,0.93,463320.6,5802753.7,33,18,18,2021-03-29,2021-04-25,Total carbon,TC,M%,DIN ISO 10694,43
2.1030.1087.11,2,1030,1087,11,0.08,463320.6,5802753.7,33,18,18,2021-03-29,2021-04-25,Totoal nitrogen,TN,M%,DIN ISO 10694,43
2.1036.1093.9,2,1036,1093,9,1.06,463365.9,5802693.4,33,18,18,2021-03-29,2021-04-25,Soil organic carbon,SOC,M%,DIN ISO 10694,43
2.1036.1093.10,2,1036,1093,10,1.07,463365.9,5802693.4,33,18,18,2021-03-29,2021-04-25,Total carbon,TC,M%,DIN ISO 10694,43
2.1036.1093.11,2,1036,1093,11,0.1,463365.9,5802693.4,33,18,18,2021-03-29,2021-04-25,Totoal nitrogen,TN,M%,DIN ISO 10694,43
