pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value,X,Y,field_ID,date_ID,dates_ID,date_sampling,date_lab_delivery,parameter,abbreviation,unit,method
2.468.524.13,2,468,524,13,12.0,463163.4,5805143.3,13,2,2,2017-10-04,2017-10-05,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.468.524.14,2,468,524,14,8.8,463163.4,5805143.3,13,2,2,2017-10-04,2017-10-05,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.469.525.1,2,469,525,1,4.68,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Clay,Cl,M%,DIN ISO 11277
2.469.525.2,2,469,525,2,0.47,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Fine silt,fSi,M%,DIN ISO 11277
2.469.525.3,2,469,525,3,4.34,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Middle silt,mSi,M%,DIN ISO 11277
2.469.525.4,2,469,525,4,11.09,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Coarse silt,cSi,M%,DIN ISO 11277
2.469.525.5,2,469,525,5,35.21,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Fine sand,fSa,M%,DIN ISO 11277
2.469.525.6,2,469,525,6,35.21,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Middle sand,mSa,M%,DIN ISO 11277
2.469.525.7,2,469,525,7,9.02,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Coarse sand,cSa,M%,DIN ISO 11277
2.469.525.8,2,469,525,8,6.3,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,soil pH,pH,,DIN ISO 10390
2.469.525.9,2,469,525,9,0.65,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Soil organic carbon,SOC,M%,DIN ISO 10694
2.469.525.10,2,469,525,10,0.82,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Total carbon,TC,M%,DIN ISO 10694
2.469.525.11,2,469,525,11,0.08,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Totoal nitrogen,TN,M%,DIN ISO 10694
2.469.525.12,2,469,525,12,7.0,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.469.525.13,2,469,525,13,8.0,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.469.525.14,2,469,525,14,2.8,463171.1,5805389.0,13,2,2,2017-10-04,2017-10-05,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.470.526.8,2,470,526,8,6.9,463172.4,5805038.6,13,30,30,2021-08-19,2021-08-23,soil pH,pH,,DIN ISO 10390
2.470.526.12,2,470,526,12,7.2,463172.4,5805038.6,13,30,30,2021-08-19,2021-08-23,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.470.526.13,2,470,526,13,18.0,463172.4,5805038.6,13,30,30,2021-08-19,2021-08-23,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.470.526.14,2,470,526,14,5.5,463172.4,5805038.6,13,30,30,2021-08-19,2021-08-23,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.471.527.8,2,471,527,8,6.5,463178.4,5805221.8,13,30,30,2021-08-19,2021-08-23,soil pH,pH,,DIN ISO 10390
2.471.527.12,2,471,527,12,6.0,463178.4,5805221.8,13,30,30,2021-08-19,2021-08-23,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.471.527.13,2,471,527,13,22.0,463178.4,5805221.8,13,30,30,2021-08-19,2021-08-23,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.471.527.14,2,471,527,14,6.4,463178.4,5805221.8,13,30,30,2021-08-19,2021-08-23,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.472.528.8,2,472,528,8,6.8,463196.2,5805153.0,13,23,23,2021-04-12,2021-05-07,soil pH,pH,,DIN ISO 10390
2.472.528.12,2,472,528,12,5.4,463196.2,5805153.0,13,23,23,2021-04-12,2021-05-07,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.472.528.13,2,472,528,13,19.0,463196.2,5805153.0,13,23,23,2021-04-12,2021-05-07,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.472.528.14,2,472,528,14,10.2,463196.2,5805153.0,13,23,23,2021-04-12,2021-05-07,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.473.529.8,2,473,529,8,7.0,463198.0,5805147.9,13,23,23,2021-04-12,2021-05-07,soil pH,pH,,DIN ISO 10390
2.473.529.12,2,473,529,12,7.0,463198.0,5805147.9,13,23,23,2021-04-12,2021-05-07,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.473.529.13,2,473,529,13,16.0,463198.0,5805147.9,13,23,23,2021-04-12,2021-05-07,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.473.529.14,2,473,529,14,9.2,463198.0,5805147.9,13,23,23,2021-04-12,2021-05-07,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.474.530.8,2,474,530,8,6.7,463209.8,5805151.2,13,30,30,2021-08-19,2021-08-23,soil pH,pH,,DIN ISO 10390
2.474.530.12,2,474,530,12,6.5,463209.8,5805151.2,13,30,30,2021-08-19,2021-08-23,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.474.530.13,2,474,530,13,14.0,463209.8,5805151.2,13,30,30,2021-08-19,2021-08-23,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.474.530.14,2,474,530,14,9.1,463209.8,5805151.2,13,30,30,2021-08-19,2021-08-23,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.475.531.1,2,475,531,1,8.44,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Clay,Cl,M%,DIN ISO 11277
2.475.531.2,2,475,531,2,3.55,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Fine silt,fSi,M%,DIN ISO 11277
2.475.531.3,2,475,531,3,5.59,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Middle silt,mSi,M%,DIN ISO 11277
2.475.531.4,2,475,531,4,11.51,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Coarse silt,cSi,M%,DIN ISO 11277
2.475.531.5,2,475,531,5,31.42,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Fine sand,fSa,M%,DIN ISO 11277
2.475.531.6,2,475,531,6,31.05,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Middle sand,mSa,M%,DIN ISO 11277
2.475.531.7,2,475,531,7,8.45,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Coarse sand,cSa,M%,DIN ISO 11277
2.475.531.8,2,475,531,8,7.1,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,soil pH,pH,,DIN ISO 10390
2.475.531.9,2,475,531,9,1.91,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Soil organic carbon,SOC,M%,DIN ISO 10694
2.475.531.10,2,475,531,10,1.98,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Total carbon,TC,M%,DIN ISO 10694
2.475.531.11,2,475,531,11,0.21,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Totoal nitrogen,TN,M%,DIN ISO 10694
2.475.531.12,2,475,531,12,9.7,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.475.531.13,2,475,531,13,11.0,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.475.531.14,2,475,531,14,8.5,463219.2,5805137.8,13,2,2,2017-10-04,2017-10-05,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.476.532.8,2,476,532,8,6.8,463225.7,5805147.9,13,6,6,2018-09-20,2018-11-23,soil pH,pH,,DIN ISO 10390
2.476.532.12,2,476,532,12,11.0,463225.7,5805147.9,13,6,6,2018-09-20,2018-11-23,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.476.532.13,2,476,532,13,12.0,463225.7,5805147.9,13,6,6,2018-09-20,2018-11-23,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.476.532.14,2,476,532,14,7.2,463225.7,5805147.9,13,6,6,2018-09-20,2018-11-23,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.477.533.8,2,477,533,8,6.7,463256.0,5805335.6,13,30,30,2021-08-19,2021-08-23,soil pH,pH,,DIN ISO 10390
2.477.533.12,2,477,533,12,8.0,463256.0,5805335.6,13,30,30,2021-08-19,2021-08-23,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.477.533.13,2,477,533,13,18.0,463256.0,5805335.6,13,30,30,2021-08-19,2021-08-23,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.477.533.14,2,477,533,14,4.8,463256.0,5805335.6,13,30,30,2021-08-19,2021-08-23,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.478.534.1,2,478,534,1,4.7,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Clay,Cl,M%,DIN ISO 11277
2.478.534.2,2,478,534,2,0.94,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Fine silt,fSi,M%,DIN ISO 11277
2.478.534.3,2,478,534,3,6.55,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Middle silt,mSi,M%,DIN ISO 11277
2.478.534.4,2,478,534,4,15.28,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Coarse silt,cSi,M%,DIN ISO 11277
2.478.534.5,2,478,534,5,37.71,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Fine sand,fSa,M%,DIN ISO 11277
2.478.534.6,2,478,534,6,29.43,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Middle sand,mSa,M%,DIN ISO 11277
2.478.534.7,2,478,534,7,5.4,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Coarse sand,cSa,M%,DIN ISO 11277
2.478.534.8,2,478,534,8,6.8,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,soil pH,pH,,DIN ISO 10390
2.478.534.9,2,478,534,9,0.84,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Soil organic carbon,SOC,M%,DIN ISO 10694
2.478.534.10,2,478,534,10,0.87,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Total carbon,TC,M%,DIN ISO 10694
2.478.534.11,2,478,534,11,0.08,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Totoal nitrogen,TN,M%,DIN ISO 10694
2.478.534.12,2,478,534,12,7.4,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.478.534.13,2,478,534,13,10.0,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.478.534.14,2,478,534,14,3.6,463305.8,5805388.0,13,2,2,2017-10-04,2017-10-05,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.479.535.1,2,479,535,1,7.52,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Clay,Cl,M%,DIN ISO 11277
2.479.535.2,2,479,535,2,6.08,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Fine silt,fSi,M%,DIN ISO 11277
2.479.535.3,2,479,535,3,6.21,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Middle silt,mSi,M%,DIN ISO 11277
2.479.535.4,2,479,535,4,12.32,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Coarse silt,cSi,M%,DIN ISO 11277
2.479.535.5,2,479,535,5,33.91,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Fine sand,fSa,M%,DIN ISO 11277
2.479.535.6,2,479,535,6,27.42,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Middle sand,mSa,M%,DIN ISO 11277
2.479.535.7,2,479,535,7,6.53,462261.4,5804852.9,14,31,31,2021-12-03,2021-12-05,Coarse sand,cSa,M%,DIN ISO 11277
2.480.536.8,2,480,536,8,5.9,462295.7,5804914.4,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.480.536.12,2,480,536,12,13.4,462295.7,5804914.4,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.480.536.13,2,480,536,13,15.0,462295.7,5804914.4,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.480.536.14,2,480,536,14,4.4,462295.7,5804914.4,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.481.537.8,2,481,537,8,5.7,462309.4,5804879.0,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.481.537.12,2,481,537,12,4.8,462309.4,5804879.0,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.481.537.13,2,481,537,13,10.0,462309.4,5804879.0,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.481.537.14,2,481,537,14,4.4,462309.4,5804879.0,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.482.538.9,2,482,538,9,1.8,462317.4,5804979.0,14,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694
2.482.538.10,2,482,538,10,1.83,462317.4,5804979.0,14,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694
2.482.538.11,2,482,538,11,0.18,462317.4,5804979.0,14,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694
2.483.539.9,2,483,539,9,2.56,462324.6,5805040.0,14,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694
2.483.539.10,2,483,539,10,2.6,462324.6,5805040.0,14,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694
2.483.539.11,2,483,539,11,0.26,462324.6,5805040.0,14,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694
2.484.540.8,2,484,540,8,5.5,462330.6,5804902.7,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.484.540.12,2,484,540,12,7.3,462330.6,5804902.7,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.484.540.13,2,484,540,13,17.0,462330.6,5804902.7,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.484.540.14,2,484,540,14,6.1,462330.6,5804902.7,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.485.541.9,2,485,541,9,1.01,462343.7,5804866.9,14,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694
2.485.541.10,2,485,541,10,1.07,462343.7,5804866.9,14,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694
2.485.541.11,2,485,541,11,0.09,462343.7,5804866.9,14,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694
2.486.542.8,2,486,542,8,6.4,462351.3,5804852.4,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.486.542.12,2,486,542,12,10.5,462351.3,5804852.4,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.486.542.13,2,486,542,13,14.0,462351.3,5804852.4,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.486.542.14,2,486,542,14,9.5,462351.3,5804852.4,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.487.543.9,2,487,543,9,0.8,462358.6,5805220.5,14,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694
2.487.543.10,2,487,543,10,0.82,462358.6,5805220.5,14,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694
2.487.543.11,2,487,543,11,0.07,462358.6,5805220.5,14,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694
2.488.544.8,2,488,544,8,5.4,462360.8,5805226.6,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.488.544.12,2,488,544,12,6.9,462360.8,5805226.6,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.488.544.13,2,488,544,13,6.0,462360.8,5805226.6,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.488.544.14,2,488,544,14,3.5,462360.8,5805226.6,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.489.545.8,2,489,545,8,5.8,462365.2,5805203.6,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.489.545.12,2,489,545,12,9.0,462365.2,5805203.6,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.489.545.13,2,489,545,13,9.0,462365.2,5805203.6,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.489.545.14,2,489,545,14,3.3,462365.2,5805203.6,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.490.546.8,2,490,546,8,6.6,462371.6,5804874.3,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.490.546.12,2,490,546,12,14.3,462371.6,5804874.3,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.490.546.13,2,490,546,13,11.0,462371.6,5804874.3,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.490.546.14,2,490,546,14,10.7,462371.6,5804874.3,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.491.547.8,2,491,547,8,6.7,462372.3,5804916.4,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.491.547.12,2,491,547,12,15.3,462372.3,5804916.4,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.491.547.13,2,491,547,13,16.0,462372.3,5804916.4,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.491.547.14,2,491,547,14,12.3,462372.3,5804916.4,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.492.548.8,2,492,548,8,6.6,462373.3,5805032.1,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.492.548.12,2,492,548,12,11.1,462373.3,5805032.1,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.492.548.13,2,492,548,13,20.0,462373.3,5805032.1,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.492.548.14,2,492,548,14,24.0,462373.3,5805032.1,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.493.549.1,2,493,549,1,32.59,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Clay,Cl,M%,DIN ISO 11277
2.493.549.2,2,493,549,2,6.53,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Fine silt,fSi,M%,DIN ISO 11277
2.493.549.3,2,493,549,3,8.21,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Middle silt,mSi,M%,DIN ISO 11277
2.493.549.4,2,493,549,4,9.52,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Coarse silt,cSi,M%,DIN ISO 11277
2.493.549.5,2,493,549,5,20.68,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Fine sand,fSa,M%,DIN ISO 11277
2.493.549.6,2,493,549,6,18.21,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Middle sand,mSa,M%,DIN ISO 11277
2.493.549.7,2,493,549,7,4.26,462380.1,5805055.5,14,31,31,2021-12-03,2021-12-05,Coarse sand,cSa,M%,DIN ISO 11277
2.494.550.1,2,494,550,1,5.41,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Clay,Cl,M%,DIN ISO 11277
2.494.550.2,2,494,550,2,2.15,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Fine silt,fSi,M%,DIN ISO 11277
2.494.550.3,2,494,550,3,4.4,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Middle silt,mSi,M%,DIN ISO 11277
2.494.550.4,2,494,550,4,8.88,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Coarse silt,cSi,M%,DIN ISO 11277
2.494.550.5,2,494,550,5,32.64,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Fine sand,fSa,M%,DIN ISO 11277
2.494.550.6,2,494,550,6,36.73,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Middle sand,mSa,M%,DIN ISO 11277
2.494.550.7,2,494,550,7,9.79,462385.6,5805181.6,14,31,31,2021-12-03,2021-12-05,Coarse sand,cSa,M%,DIN ISO 11277
2.495.551.8,2,495,551,8,6.7,462389.1,5804891.2,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.495.551.12,2,495,551,12,12.0,462389.1,5804891.2,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.495.551.13,2,495,551,13,14.0,462389.1,5804891.2,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.495.551.14,2,495,551,14,14.4,462389.1,5804891.2,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.496.552.8,2,496,552,8,7.0,462392.8,5804937.0,14,7,7,2018-09-26,2018-09-27,soil pH,pH,,DIN ISO 10390
2.496.552.12,2,496,552,12,14.4,462392.8,5804937.0,14,7,7,2018-09-26,2018-09-27,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.496.552.13,2,496,552,13,17.0,462392.8,5804937.0,14,7,7,2018-09-26,2018-09-27,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2."
2.496.552.14,2,496,552,14,17.3,462392.8,5804937.0,14,7,7,2018-09-26,2018-09-27,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR
2.497.553.9,2,497,553,9,2.03,462413.5,5804964.9,14,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694
2.497.553.10,2,497,553,10,2.12,462413.5,5804964.9,14,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694
2.497.553.11,2,497,553,11,0.19,462413.5,5804964.9,14,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694
2.498.554.1,2,498,554,1,25.59,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Clay,Cl,M%,DIN ISO 11277
2.498.554.2,2,498,554,2,8.06,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Fine silt,fSi,M%,DIN ISO 11277
2.498.554.3,2,498,554,3,8.49,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Middle silt,mSi,M%,DIN ISO 11277
2.498.554.4,2,498,554,4,11.15,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Coarse silt,cSi,M%,DIN ISO 11277
2.498.554.5,2,498,554,5,25.01,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Fine sand,fSa,M%,DIN ISO 11277
2.498.554.6,2,498,554,6,18.12,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Middle sand,mSa,M%,DIN ISO 11277
2.498.554.7,2,498,554,7,3.58,462416.9,5804981.9,14,31,31,2021-12-03,2021-12-05,Coarse sand,cSa,M%,DIN ISO 11277
2.499.555.9,2,499,555,9,1.26,462427.2,5805160.5,14,8,8,2018-12-11,2018-12-12,Soil organic carbon,SOC,M%,DIN ISO 10694
2.499.555.10,2,499,555,10,1.27,462427.2,5805160.5,14,8,8,2018-12-11,2018-12-12,Total carbon,TC,M%,DIN ISO 10694
2.499.555.11,2,499,555,11,0.11,462427.2,5805160.5,14,8,8,2018-12-11,2018-12-12,Totoal nitrogen,TN,M%,DIN ISO 10694
2.500.556.1,2,500,556,1,10.89,462443.6,5804870.5,14,31,31,2021-12-03,2021-12-05,Clay,Cl,M%,DIN ISO 11277
2.500.556.2,2,500,556,2,4.3,462443.6,5804870.5,14,31,31,2021-12-03,2021-12-05,Fine silt,fSi,M%,DIN ISO 11277
2.500.556.3,2,500,556,3,5.51,462443.6,5804870.5,14,31,31,2021-12-03,2021-12-05,Middle silt,mSi,M%,DIN ISO 11277
2.500.556.4,2,500,556,4,10.85,462443.6,5804870.5,14,31,31,2021-12-03,2021-12-05,Coarse silt,cSi,M%,DIN ISO 11277
