pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value,X,Y,field_ID,date_ID,date_sampling,date_lab_delivery,parameter,abbreviation,unit,method,field_ID_qgis
1.499.528.9,1,499,528,9,0.51,423203.0,5889707.1,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.499.528.10,1,499,528,10,0.51,423203.0,5889707.1,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.499.528.11,1,499,528,11,0.05,423203.0,5889707.1,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.500.529.1,1,500,529,1,3.78,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Clay,Cl,M%,DIN ISO 11277,4
1.500.529.2,1,500,529,2,2.8,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Fine silt,fSi,M%,DIN ISO 11277,4
1.500.529.3,1,500,529,3,3.43,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Middle silt,mSi,M%,DIN ISO 11277,4
1.500.529.4,1,500,529,4,6.69,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Coarse silt,cSi,M%,DIN ISO 11277,4
1.500.529.5,1,500,529,5,39.11,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Fine sand,fSa,M%,DIN ISO 11277,4
1.500.529.6,1,500,529,6,36.27,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Middle sand,mSa,M%,DIN ISO 11277,4
1.500.529.7,1,500,529,7,7.92,423208.5,5889992.7,34,8,2019-04-03,2019-04-08,Coarse sand,cSa,M%,DIN ISO 11277,4
1.501.530.8,1,501,530,8,5.1,423219.9,5890029.5,34,13,2019-08-15,2019-08-21,soil pH,pH,,DIN ISO 10390,4
1.501.530.12,1,501,530,12,3.9,423219.9,5890029.5,34,13,2019-08-15,2019-08-21,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.501.530.13,1,501,530,13,6.0,423219.9,5890029.5,34,13,2019-08-15,2019-08-21,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.501.530.14,1,501,530,14,2.8,423219.9,5890029.5,34,13,2019-08-15,2019-08-21,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR,4
1.502.531.8,1,502,531,8,6.4,423231.4,5889684.2,34,13,2019-08-15,2019-08-21,soil pH,pH,,DIN ISO 10390,4
1.502.531.12,1,502,531,12,7.0,423231.4,5889684.2,34,13,2019-08-15,2019-08-21,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.502.531.13,1,502,531,13,8.0,423231.4,5889684.2,34,13,2019-08-15,2019-08-21,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.502.531.14,1,502,531,14,6.4,423231.4,5889684.2,34,13,2019-08-15,2019-08-21,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR,4
1.503.532.8,1,503,532,8,5.0,423240.1,5889703.1,34,13,2019-08-15,2019-08-21,soil pH,pH,,DIN ISO 10390,4
1.503.532.12,1,503,532,12,3.9,423240.1,5889703.1,34,13,2019-08-15,2019-08-21,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.503.532.13,1,503,532,13,11.0,423240.1,5889703.1,34,13,2019-08-15,2019-08-21,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.503.532.14,1,503,532,14,4.4,423240.1,5889703.1,34,13,2019-08-15,2019-08-21,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR,4
1.504.533.8,1,504,533,8,5.4,423247.0,5890001.4,34,13,2019-08-15,2019-08-21,soil pH,pH,,DIN ISO 10390,4
1.504.533.12,1,504,533,12,8.2,423247.0,5890001.4,34,13,2019-08-15,2019-08-21,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.504.533.13,1,504,533,13,7.0,423247.0,5890001.4,34,13,2019-08-15,2019-08-21,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.504.533.14,1,504,533,14,3.5,423247.0,5890001.4,34,13,2019-08-15,2019-08-21,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR,4
1.505.534.9,1,505,534,9,0.42,423267.5,5889941.0,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.505.534.10,1,505,534,10,0.42,423267.5,5889941.0,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.505.534.11,1,505,534,11,0.04,423267.5,5889941.0,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.506.535.1,1,506,535,1,11.66,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Clay,Cl,M%,DIN ISO 11277,4
1.506.535.2,1,506,535,2,4.21,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Fine silt,fSi,M%,DIN ISO 11277,4
1.506.535.3,1,506,535,3,5.58,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Middle silt,mSi,M%,DIN ISO 11277,4
1.506.535.4,1,506,535,4,11.87,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Coarse silt,cSi,M%,DIN ISO 11277,4
1.506.535.5,1,506,535,5,35.36,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Fine sand,fSa,M%,DIN ISO 11277,4
1.506.535.6,1,506,535,6,26.4,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Middle sand,mSa,M%,DIN ISO 11277,4
1.506.535.7,1,506,535,7,4.92,423270.4,5889709.0,34,8,2019-04-03,2019-04-08,Coarse sand,cSa,M%,DIN ISO 11277,4
1.507.536.9,1,507,536,9,0.79,423279.1,5889690.2,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.507.536.10,1,507,536,10,0.89,423279.1,5889690.2,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.507.536.11,1,507,536,11,0.09,423279.1,5889690.2,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.508.537.9,1,508,537,9,0.66,423280.9,5889757.2,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.508.537.10,1,508,537,10,0.68,423280.9,5889757.2,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.508.537.11,1,508,537,11,0.07,423280.9,5889757.2,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.509.538.9,1,509,538,9,0.9,423285.6,5889724.1,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.509.538.10,1,509,538,10,0.97,423285.6,5889724.1,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.509.538.11,1,509,538,11,0.09,423285.6,5889724.1,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.510.539.9,1,510,539,9,0.83,423286.0,5889807.4,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.510.539.10,1,510,539,10,0.85,423286.0,5889807.4,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.510.539.11,1,510,539,11,0.09,423286.0,5889807.4,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.511.540.1,1,511,540,1,3.03,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Clay,Cl,M%,DIN ISO 11277,4
1.511.540.2,1,511,540,2,0.34,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Fine silt,fSi,M%,DIN ISO 11277,4
1.511.540.3,1,511,540,3,1.92,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Middle silt,mSi,M%,DIN ISO 11277,4
1.511.540.4,1,511,540,4,2.04,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Coarse silt,cSi,M%,DIN ISO 11277,4
1.511.540.5,1,511,540,5,47.08,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Fine sand,fSa,M%,DIN ISO 11277,4
1.511.540.6,1,511,540,6,39.49,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Middle sand,mSa,M%,DIN ISO 11277,4
1.511.540.7,1,511,540,7,6.09,423295.4,5889956.7,34,8,2019-04-03,2019-04-08,Coarse sand,cSa,M%,DIN ISO 11277,4
1.512.541.8,1,512,541,8,6.8,423321.5,5889735.9,34,13,2019-08-15,2019-08-21,soil pH,pH,,DIN ISO 10390,4
1.512.541.12,1,512,541,12,8.2,423321.5,5889735.9,34,13,2019-08-15,2019-08-21,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.512.541.13,1,512,541,13,11.0,423321.5,5889735.9,34,13,2019-08-15,2019-08-21,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.512.541.14,1,512,541,14,2.5,423321.5,5889735.9,34,13,2019-08-15,2019-08-21,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR,4
1.513.542.9,1,513,542,9,0.42,423321.5,5889903.1,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.513.542.10,1,513,542,10,0.43,423321.5,5889903.1,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.513.542.11,1,513,542,11,0.04,423321.5,5889903.1,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.514.543.9,1,514,543,9,0.5,423330.2,5889673.4,34,14,2019-11-12,2019-11-18,Soil organic carbon,SOC,M%,DIN ISO 10694,4
1.514.543.10,1,514,543,10,0.5,423330.2,5889673.4,34,14,2019-11-12,2019-11-18,Total carbon,TC,M%,DIN ISO 10694,4
1.514.543.11,1,514,543,11,0.05,423330.2,5889673.4,34,14,2019-11-12,2019-11-18,Totoal nitrogen,TN,M%,DIN ISO 10694,4
1.515.544.8,1,515,544,8,5.7,423330.2,5889931.8,34,13,2019-08-15,2019-08-21,soil pH,pH,,DIN ISO 10390,4
1.515.544.12,1,515,544,12,8.6,423330.2,5889931.8,34,13,2019-08-15,2019-08-21,Phosphorus (plant available),P,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.515.544.13,1,515,544,13,6.0,423330.2,5889931.8,34,13,2019-08-15,2019-08-21,Potassium (plant available),K,mg/100 g,"Methodenbuch VDLUFA 1991, Band I, A 6.2.1.2.",4
1.515.544.14,1,515,544,14,5.6,423330.2,5889931.8,34,13,2019-08-15,2019-08-21,Magnesia (plant available),Mg,mg/100 g,Approach based on the Methodenbuch SKALAR,4
1.516.545.1,1,516,545,1,10.2,423332.4,5889559.2,34,8,2019-04-03,2019-04-08,Clay,Cl,M%,DIN ISO 11277,4
